Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),velocity_diff,row_number
70.24796033,51.51880561,-0.186923932,13.48660677,14.27899227,272.2486446,14.19366453,14.19366453,-0.06016145999999978,52
71.24005985,51.51882621,-0.187094576,14.37594427,13.76258323,273.2987906,13.90598727,13.90598727,-0.5164090399999992,53
72.24507403,51.51883889,-0.187325197,19.33898774,14.39126285,273.6523097,13.87583381,13.87583381,0.6286796199999998,54
73.23980379,51.51887163,-0.187521012,19.69480629,14.4479395,276.9211076,13.84778334,13.84778334,0.056676649999999995,55
74.23960352,51.5188829,-0.187749458,18.13322299,15.02913276,276.07476,13.90777674,13.90777674,0.5811932599999992,56
75.23964846,51.51889591,-0.187966502,16.80173468,15.21109072,275.7235986,13.98963539,13.98963539,0.18195796000000009,57
76.24134362,51.51891445,-0.188221783,15.83004749,15.96118218,275.6171778,14.03234288,14.03234288,0.7500914600000002,58
77.24068797,51.51891761,-0.188453624,15.61824744,16.05242896,274.3118998,14.13345508,14.13345508,0.09124678000000053,59
78.22520053,51.51891592,-0.188663203,15.15493926,15.62456292,272.9325569,14.23346559,14.23346559,-0.4278660399999996,60
79.22521245,51.51891053,-0.188928133,16.5160238,16.54084552,271.5350143,14.39095959,14.39095959,0.9162826000000006,61
80.22522485,51.51891621,-0.189160342,16.70128849,16.44189488,271.7128104,14.77496764,14.77496764,-0.09895064000000175,62
81.22523677,51.51892587,-0.189369968,17.52906105,15.98797718,272.2171999,15.39791788,15.39791788,-0.45391769999999987,63
82.22524822,51.5189238,-0.189648051,17.43968036,16.76022827,271.4886619,16.29461387,16.29461387,0.7722510899999993,64
83.22525907,51.51893871,-0.189906302,17.4768533,17.11168097,272.6246585,17.61118894,17.61118894,0.3514526999999994,65
84.22527063,51.5190253,-0.190148047,17.6430357,17.19622915,277.9615378,15.21319422,15.21319422,0.0845481800000023,66
85.22528172,51.51904629,-0.190393828,17.79876072,17.20915051,277.8971289,15.75165008,15.75165008,0.012921359999999993,67
86.22529256,51.51906701,-0.190639809,17.809944,17.22417667,277.8222297,16.56079125,16.56079125,0.015026159999997901,68
87.22530329,51.51908556,-0.190886371,17.28706517,17.253586,277.6988252,18.59389954,18.59389954,0.02940933000000001,69
88.22531462,51.51916238,-0.191156236,17.37382463,17.82678605,280.29676,13.78550408,13.78550408,0.5732000500000005,70
89.22532582,51.51918887,-0.191439997,17.15144181,18.11191279,280.0258644,9.290907717,9.290907717,0.2851267400000026,71
90.22533584,51.51921174,-0.191678082,17.57354432,17.68510178,279.7820198,7.683125723,7.683125723,-0.42681101000000154,72
91.22534633,51.5192605,-0.191920733,17.05201684,17.48293283,281.6961864,7.016876345,7.016876345,-0.2021689500000008,73
92.22535622,51.51930584,-0.192133445,24.43081388,17.01595042,281.4053614,6.397740006,6.397740006,-0.46698240999999996,74
93.22536659,51.51932748,-0.192355699,25.79522834,16.5757329,280.1697993,6.94228497,6.94228497,-0.4402175200000009,75
94.22537696,51.51934892,-0.192549141,26.58970068,15.99265649,280.0890205,6.716997021,6.716997021,-0.5830764099999985,76
95.22538662,51.51940163,-0.192757582,27.08139364,15.58424384,282.4937207,6.414018184,6.414018184,-0.4084126500000007,77
96.22539711,51.51943397,-0.192960051,27.18537181,15.31861675,283.5549061,7.012732515,7.012732515,-0.26562708999999884,78
97.225407,51.51947246,-0.193186059,27.2492349,15.45124954,284.6127707,14.6589635,14.6589635,0.13263278999999883,79
98.22541678,51.51948305,-0.193342222,27.09597886,14.45762018,284.0247412,14.5060603,14.5060603,-0.9936293599999999,80
99.22542655,51.5195206,-0.193523008,27.2966316,14.06447906,285.4637908,14.42162055,14.42162055,-0.39314111999999923,81
100.2254364,51.51956054,-0.193706398,27.11756452,13.86392083,286.7355549,14.4811992,14.4811992,-0.2005582300000004,82
101.2254462,51.51961719,-0.193920883,27.28156698,14.32195695,288.0420512,14.53973686,14.53973686,0.45803612000000093,83
102.2254556,51.51962287,-0.194051003,27.29247944,13.07940107,286.2322049,14.54538881,14.54538881,-1.2425558800000012,84
103.2254651,51.51966278,-0.194254417,27.16030932,13.43087542,286.4880809,14.75893531,14.75893531,0.35147435000000016,85
104.225475,51.51970111,-0.19442881,27.51349343,13.30833612,287.4480135,14.8154721,14.8154721,-0.12253929999999968,86
105.2254847,51.51975282,-0.194693273,27.66776686,14.43000784,287.055914,14.73923833,14.73923833,1.1216717200000001,87
106.2254943,51.51978142,-0.194816195,27.33093808,13.30909926,287.2740438,14.60878489,14.60878489,-1.12090858,88
107.2255034,51.51982451,-0.19500633,27.02919155,13.48159285,287.6281598,14.5483443,14.5483443,0.1724935900000002,89
108.225513,51.51983913,-0.19516587,27.3753102,13.22325341,286.1839405,14.41038449,14.41038449,-0.2583394400000003,90
109.2255223,51.51987176,-0.195366057,27.52888681,13.55950624,285.6924514,14.39604373,14.39604373,0.3362528299999994,91
110.2255318,51.5198926,-0.195545104,27.44205822,13.47564143,285.2099201,14.33165565,14.33165565,-0.08386480999999968,92
111.22554,51.51994292,-0.195757007,27.07409079,14.16646111,286.5100817,14.32892241,14.32892241,0.6908196800000006,93
112.2255502,51.51998979,-0.195948321,26.85671706,14.22985796,287.7326644,14.32777044,14.32777044,0.06339685000000017,94
113.2255582,51.52002006,-0.196168969,26.97982741,14.72132091,284.9660706,14.3432678,14.3432678,0.49146294999999895,95
114.2255681,51.52008247,-0.196405051,27.34323556,15.33493202,287.0262161,14.33854075,14.33854075,0.6136111100000008,96
115.225578,51.52013117,-0.196612684,27.00219499,15.38873709,287.8300285,14.37974375,14.37974375,0.05380506999999923,97
116.2255867,51.52018941,-0.196854789,26.3286379,16.05628133,288.5497976,14.38834699,14.38834699,0.6675442400000016,98
117.2255961,51.52025266,-0.197095927,26.79341387,16.45764811,289.4673268,14.37150461,14.37150461,0.40136678000000003,99
118.2256057,51.52029863,-0.197322129,26.79725015,16.4841263,289.0144405,5.125161134,5.125161134,0.026478189999998847,100
119.2256145,51.52035307,-0.197567558,26.32806745,16.87424347,288.838739,5.275757254,5.275757254,0.3901171699999999,101
120.2256237,51.52039989,-0.197814256,26.06680728,17.17012194,288.1995991,5.768729461,5.768729461,0.29587847000000167,102
121.2256329,51.52043583,-0.198040836,25.86651597,16.99753372,287.4292554,5.911143925,5.911143925,-0.1725882200000015,103
122.2256415,51.52049666,-0.198267484,27.95621698,17.01796451,288.554097,5.709450586,5.709450586,0.020430789999998922,104
123.2256502,51.5205442,-0.198497692,28.4731924,17.03955278,288.6432476,5.23683227,5.23683227,0.021588270000002296,105
124.22566,51.52059082,-0.198731448,28.55224087,17.08688807,288.4376177,5.248713493,5.248713493,0.047335289999999475,106
125.2256684,51.52064612,-0.198973158,28.89285793,17.25013358,288.7587238,5.197309825,5.197309825,0.16324550999999943,107
126.2256781,51.5207013,-0.19921874,28.76776578,17.43242773,288.8777089,5.18478067,5.18478067,0.1822941500000006,108
127.2256873,51.52074727,-0.19946087,28.66079415,17.54381421,287.5473591,5.397221221,5.397221221,0.11138648000000018,109
128.2256961,51.52079642,-0.199717662,27.75342907,17.05816174,286.2538131,5.232980588,5.232980588,-0.48565247000000156,110
129.2257051,51.52086439,-0.199970336,27.96031757,17.41432757,287.6469911,5.270953929,5.270953929,0.3561658300000019,111
130.225714,51.52092577,-0.200214266,27.62128138,17.46463565,289.0984295,5.180339822,5.180339822,0.05030808000000064,112
131.225724,51.52098968,-0.200461862,27.44157129,17.61912243,290.5018428,5.081935441,5.081935441,0.15448677999999916,113
132.2257322,51.5210536,-0.200706943,27.5812785,17.63386201,291.4477522,5.091983365,5.091983365,0.01473958000000053,114
133.2257407,51.52111422,-0.200943353,27.86746626,17.63828961,291.8827425,5.27388033,5.27388033,0.004427599999999643,115
134.2257506,51.52117228,-0.201179475,27.46381086,17.63341786,291.9823785,5.696867288,5.696867288,-0.004871749999999508,116
135.2257587,51.52123036,-0.20141539,27.51924232,17.6289516,291.9811218,7.237053469,7.237053469,-0.004466260000000943,117
136.2257683,51.52129242,-0.201653262,28.65858881,17.70104104,292.2004412,7.804376541,7.804376541,0.07208943999999917,118
137.2257767,51.52138115,-0.201857078,29.26805061,17.48842418,295.4830709,5.558276273,5.558276273,-0.21261686000000068,119
138.2257861,51.52142472,-0.202082717,27.94722588,17.33459221,293.7196854,5.393043863,5.393043863,-0.15383196999999882,120
139.2257953,51.52150024,-0.202318991,28.85279035,18.00548392,294.8169057,5.300595945,5.300595945,0.6708917099999994,121
140.2258044,51.52156367,-0.202556319,28.68514073,18.21476253,294.7674328,5.232671073,5.232671073,0.20927861000000192,122
141.2258132,51.52162886,-0.202793875,28.85132115,18.29640994,294.6193393,5.341616354,5.341616354,0.08164740999999864,123
142.2258217,51.52169522,-0.20300291,28.42750084,17.65101984,295.3114314,5.348550282,5.348550282,-0.6453901000000002,124
143.2258315,51.52175508,-0.203219278,28.18292991,17.31127668,294.8300734,5.375947691,5.375947691,-0.33974316000000115,125
144.2258395,51.52181509,-0.203437146,28.32938524,17.10510467,294.7681271,5.339209457,5.339209457,-0.20617200999999952,126
145.2258486,51.52189397,-0.203664203,29.05004023,17.23515387,295.4703886,5.212678622,5.212678622,0.13004920000000197,127
146.2258582,51.52197289,-0.203900225,29.52609861,17.44832945,295.4089542,5.120528564,5.120528564,0.21317557999999792,128
147.2258661,51.52202801,-0.204133618,29.52642368,17.61085535,294.3699383,5.080833863,5.080833863,0.1625259000000021,129
148.2258749,51.52210412,-0.204370717,29.81698632,17.9419442,294.8849869,5.003543899,5.003543899,0.3310888499999969,130
149.2258849,51.52217126,-0.204614905,29.89259961,18.19961711,294.6130457,5.001854466,5.001854466,0.25767291000000014,131
150.2258931,51.52225222,-0.204859454,29.84833797,18.73613252,295.8207123,4.919463672,4.919463672,0.5365154100000034,132
151.2259027,51.5223223,-0.205104838,30.36089349,18.85346628,295.601341,4.865429659,4.865429659,0.11733375999999751,133
152.2249653,51.52238512,-0.205359167,27.89888266,18.91326081,295.013071,4.9331632,4.9331632,0.059794530000001345,134
153.2249609,51.52245771,-0.20561433,26.74347468,19.14280717,294.9413852,4.954724843,4.954724843,0.2295463600000005,135
154.2249717,51.52253321,-0.205871571,26.05872683,19.3181776,294.9098368,4.973650863,4.973650863,0.1753704299999974,136
155.2249714,51.52260814,-0.20612925,25.80770539,19.51696243,294.8592445,4.977266552,4.977266552,0.19878483000000102,137
156.2249678,51.52268891,-0.206389358,25.84481554,19.72742424,295.1226624,4.97252753,4.97252753,0.21046181000000175,138
157.2249783,51.52276524,-0.206651956,25.35181982,19.98290601,295.029168,4.959538529,4.959538529,0.2554817699999994,139
158.2249771,51.52284276,-0.206910403,26.11424657,20.0993013,295.3874167,4.893010874,4.893010874,0.11639528999999982,140
159.2249759,51.52292227,-0.207178709,26.16616943,20.35008206,295.3611473,4.894654145,4.894654145,0.2507807599999978,141
160.2249861,51.52299495,-0.207467294,26.539422,20.92613674,293.4066634,4.940145679,4.940145679,0.5760546800000022,142
161.224987,51.52307051,-0.207749436,25.89453992,21.17871548,292.9706155,5.077543529,5.077543529,0.2525787400000006,143
162.2249857,51.52315681,-0.207997797,26.27463932,20.63633046,294.6302034,5.207654613,5.207654613,-0.5423850200000011,144
163.2249975,51.52323479,-0.208280626,26.08940839,21.0029105,293.8963524,5.162388496,5.162388496,0.3665800399999988,145
164.2249968,51.52330732,-0.208555609,26.49411507,21.1110945,293.2962295,5.291173835,5.291173835,0.10818400000000139,146
165.2249935,51.52338351,-0.208829089,26.18595791,21.08218895,293.5466945,5.394306452,5.394306452,-0.028905550000001057,147
166.2250021,51.52345135,-0.209119443,26.77695404,21.36998094,292.4489327,5.734302342,5.734302342,0.28779199000000233,148
167.2250092,51.523528,-0.209419754,27.01011972,21.79739163,292.2759382,5.761412758,5.761412758,0.42741068999999854,149
168.2250162,51.52360513,-0.209702861,27.23733698,21.79525436,292.6101581,6.066606653,6.066606653,-0.0021372699999986366,150
169.2250228,51.52368982,-0.210009834,26.9774659,22.18325115,292.4592552,6.117727695,6.117727695,0.387996789999999,151
170.2250304,51.52375982,-0.210306762,26.78651702,22.36827229,291.7308221,6.198423198,6.198423198,0.18502113999999992,152
171.2250379,51.52384198,-0.210601081,27.0026984,22.38180933,292.2967399,6.427999101,6.427999101,0.013537039999999223,153
172.2250446,51.52391443,-0.210894192,26.8279552,22.23737503,292.3016404,6.767247649,6.767247649,-0.14443430000000035,154
173.2250524,51.52397664,-0.211190929,26.41262692,22.08565399,291.2865419,6.712565201,6.712565201,-0.1517210399999982,155
174.2250601,51.52405268,-0.21148732,26.76777307,22.02330592,291.2213581,6.888024599,6.888024599,-0.06234807000000231,156
175.2250682,51.52412479,-0.211793946,26.21401915,22.04782098,290.6738776,6.79502145,6.79502145,0.024515060000002364,157
176.2250754,51.52417259,-0.212094006,25.72006142,21.9875682,289.2467075,6.844533499,6.844533499,-0.06025278000000256,158
177.2250832,51.52424043,-0.212400159,25.53258857,22.09332613,288.9143594,5.699644394,5.699644394,0.10575793000000289,159
178.2250918,51.52431374,-0.21270945,25.28098387,22.2773502,289.0225466,5.320334689,5.320334689,0.18402406999999954,160
179.2250997,51.52438048,-0.213021573,24.89857873,22.50526792,288.49195,5.24122446,5.24122446,0.22791772000000066,161
180.2251078,51.52443258,-0.213323537,24.62498577,22.27744873,287.9904335,5.216144754,5.216144754,-0.22781919000000173,162
181.225116,51.52447172,-0.213624186,24.54603892,21.98099631,286.7518942,5.152647589,5.152647589,-0.2964524200000014,163
182.2251235,51.52452785,-0.213930358,25.18386167,21.99140755,286.6618395,5.102969682,5.102969682,0.010411240000003374,164
183.2251319,51.52458672,-0.214233872,25.0550349,21.95277357,286.811995,5.12612849,5.12612849,-0.03863398000000018,165
184.225141,51.52464222,-0.214535424,25.68802282,21.90292129,286.7934832,5.356448305,5.356448305,-0.04985228000000319,166
185.2251486,51.52469978,-0.214832149,26.18806107,21.73002537,287.0627502,5.448429037,5.448429037,-0.17289591999999843,167
186.2251571,51.52475545,-0.215138362,25.62639511,21.87991889,286.7069635,5.206004683,5.206004683,0.14989351999999911,168
187.2251652,51.52479122,-0.215451677,26.40571385,22.06825885,284.5092824,4.991473104,4.991473104,0.18833996000000042,169
188.2251741,51.52482563,-0.215760482,26.06413331,21.93816356,282.7616399,4.894148143,4.894148143,-0.13009528999999986,170
189.2251816,51.52486331,-0.216068549,26.00099869,21.76969814,281.896807,4.854677699,4.854677699,-0.16846542000000042,171
190.2251908,51.5248987,-0.21637167,25.60238613,21.62059865,281.3170349,4.842411609,4.842411609,-0.14909948999999756,172
191.2251997,51.52493701,-0.216677948,25.1981688,21.52701503,281.0622791,4.811201059,4.811201059,-0.09358362000000042,173
192.2252089,51.52496855,-0.216981789,24.92203646,21.44372,280.7639106,4.808396302,4.808396302,-0.08329503000000216,174
193.2252165,51.52501323,-0.217288401,24.99192001,21.47704057,282.0470015,4.766019568,4.766019568,0.03332057000000077,175
194.2252253,51.5250567,-0.217589497,25.05279519,21.48844379,282.9660287,4.774521751,4.774521751,0.011403220000001824,176
195.2252343,51.52510447,-0.217897986,24.73023655,21.77236729,283.5409532,4.749689396,4.749689396,0.28392349999999666,177
196.2252426,51.5251381,-0.218197334,25.53883121,21.57217452,282.6691984,4.812879369,4.812879369,-0.20019276999999747,178
197.2252516,51.52517538,-0.218495787,25.60898466,21.48545419,282.6245574,4.829610276,4.829610276,-0.08672033000000212,179
198.2252601,51.52520887,-0.21879483,25.13105766,21.29411107,281.9120682,4.850019456,4.850019456,-0.1913431199999991,180
199.2252694,51.52525568,-0.219105012,25.46057624,21.43424569,281.7227198,4.87786422,4.87786422,0.14013462000000132,181
200.2252774,51.52528432,-0.219402497,25.38252683,21.20251166,280.6811654,4.896690399,4.896690399,-0.23173403000000192,182
201.225287,51.5253088,-0.21969841,25.24679108,20.95342106,279.5560324,4.911289488,4.911289488,-0.24909059999999883,183
202.2252952,51.52535102,-0.220000932,25.45295927,20.8953295,280.1031512,4.889641356,4.889641356,-0.05809156000000115,184
203.2253034,51.52539631,-0.220312435,25.73897241,21.11770266,280.5445984,4.90128077,4.90128077,0.22237316000000007,185
204.2253131,51.52541923,-0.220614001,25.78430712,21.11105857,279.0985325,4.899918127,4.899918127,-0.006644089999998215,186
205.2253222,51.52545459,-0.220914598,26.48319261,21.10686619,279.4267697,4.895678166,4.895678166,-0.004192379999999218,187
206.2253318,51.5254846,-0.221218312,26.41636368,21.21080017,279.3054119,4.929800224,4.929800224,0.1039339799999972,188
207.2253394,51.52551078,-0.221520421,26.43700673,21.37691929,278.9314148,4.978275859,4.978275859,0.16611912000000117,189
208.2253487,51.52553583,-0.22183505,26.123527,21.66987712,278.2406976,4.96746071,4.96746071,0.29295782999999886,190
209.2253575,51.52555788,-0.222147664,26.24908297,21.84927649,277.5707384,4.941686981,4.941686981,0.17939937000000228,191
210.2253661,51.52557898,-0.222458196,26.29275049,21.94789977,277.4400425,4.948700228,4.948700228,0.0986232799999982,192
211.2253752,51.52560256,-0.22277718,25.9550052,22.17253914,277.1235195,4.976578495,4.976578495,0.224639370000002,193
212.2253844,51.52562677,-0.22309341,26.49647773,22.31845933,277.2255378,4.979363315,4.979363315,0.14592018999999823,194
213.2253934,51.52564501,-0.223414649,26.35281392,22.44819825,276.7324005,4.969242354,4.969242354,0.1297389200000012,195
214.2254026,51.52567091,-0.223742065,26.67168336,22.71597888,276.9336338,4.970388472,4.970388472,0.26778063000000074,196
215.2254115,51.52568969,-0.224070596,26.5240709,22.84342178,276.3443663,4.973096633,4.973096633,0.12744289999999836,197
216.2254205,51.52571159,-0.224401192,26.47501853,23.02647121,276.0001526,4.986669199,4.986669199,0.1830494300000005,198
217.2254292,51.52572802,-0.224729363,26.30876108,23.10011331,275.4552969,5.04858872,5.04858872,0.07364210000000071,199
218.2254376,51.52575432,-0.225064273,26.89147541,23.31942397,275.7771147,5.04665249,5.04665249,0.21931065999999788,200
219.2254473,51.52576949,-0.22540134,26.65306706,23.49115728,275.0385452,5.040116301,5.040116301,0.17173331000000047,201
220.2254553,51.52578925,-0.225742462,27.24723129,23.6329002,274.8505323,5.03956934,5.03956934,0.14174292000000221,202
221.2254652,51.52580192,-0.226086447,27.32144577,23.87858926,274.2686943,5.120068043,5.120068043,0.24568905999999657,203
222.2254735,51.52581867,-0.226430611,27.37051683,23.84144855,274.1014743,5.188341307,5.188341307,-0.03714070999999919,204
223.2254827,51.52585374,-0.226766249,27.23834649,23.70831554,276.3404201,5.296966395,5.296966395,-0.1331330099999981,205
224.2254924,51.52586222,-0.227112787,27.33700341,23.8891523,275.3883145,5.516844878,5.516844878,0.18083675999999826,206
225.2255008,51.52588353,-0.227469769,27.30234183,24.32802845,275.5635666,6.168929686,6.168929686,0.43887615000000224,207
226.2255102,51.52588082,-0.22781938,28.35572557,24.42732884,274.1663678,5.794721276,5.794721276,0.0993003899999998,208
227.2255189,51.52586867,-0.228189065,28.12026,24.89063645,272.0052382,5.332994178,5.332994178,0.46330760999999754,209
228.225528,51.5258619,-0.228548359,27.94779491,24.9267014,270.8359951,5.216327592,5.216327592,0.036064950000000096,210
229.2255368,51.52587346,-0.228905974,27.04913955,25.03857859,271.4106624,5.025375139,5.025375139,0.11187719000000129,211
230.2255459,51.52586843,-0.229264737,27.05817213,25.00156022,270.8976501,4.972064598,4.972064598,-0.037018370000001966,212
231.2255547,51.52585327,-0.229630383,26.84693936,25.16230099,269.4056428,4.903206802,4.903206802,0.1607407700000003,213
232.2255647,51.52584929,-0.229995752,27.03910583,25.26986892,269.1889434,4.903381044,4.903381044,0.10756793000000187,214
233.2255735,51.52583088,-0.230371879,27.22230215,25.56245684,268.0276291,4.844288933,4.844288933,0.292587919999999,215
234.225582,51.5258246,-0.230743911,27.15623756,25.6596593,267.9696736,4.838292297,4.838292297,0.09720246000000188,216
235.2255909,51.52582155,-0.231112364,26.80847237,25.69208158,267.9824959,4.859621597,4.859621597,0.03242227999999869,217
236.2256001,51.52581788,-0.231484894,27.23914093,25.85185408,267.9247371,4.896152438,4.896152438,0.15977249999999898,218
237.2256092,51.5258047,-0.231863311,27.28899932,26.10758392,267.2612667,4.915024206,4.915024206,0.25572984000000076,219
238.2256181,51.52578703,-0.23224144,26.94101466,26.36217208,266.5690131,4.946299174,4.946299174,0.25458816000000084,220
239.2256274,51.52577075,-0.232620528,27.00261703,26.48728173,266.2751556,5.000406087,5.000406087,0.12510964999999885,221
240.2256362,51.5257554,-0.232998618,26.68647737,26.53486398,265.8926834,4.989668105,4.989668105,0.04758225000000138,222
241.2256449,51.52573741,-0.233384121,26.63528369,26.834615,265.6173577,5.070787822,5.070787822,0.29975101999999865,223
242.2256541,51.52572171,-0.233770044,26.47210557,26.95097721,265.2999805,5.020120781,5.020120781,0.11636221000000191,224
243.2256632,51.52570288,-0.234156743,26.39012655,27.02640522,265.1429176,5.019490552,5.019490552,0.07542800999999955,225
244.2256724,51.52568023,-0.234553596,26.73083939,27.28001387,264.6594086,4.965106676,4.965106676,0.2536086500000003,226
245.2256813,51.52564608,-0.234944755,26.55269966,27.5138553,263.5431562,4.972262664,4.972262664,0.23384142999999824,227
246.2256908,51.5256213,-0.235337519,27.02974257,27.60196288,263.3117609,5.117752817,5.117752817,0.08810757999999907,228
247.2256992,51.52559214,-0.235736899,26.79540331,27.83667687,263.4289565,5.077311081,5.077311081,0.23471399000000304,229
248.225709,51.52555001,-0.236128963,26.50170574,27.90333818,262.3397531,5.07365916,5.07365916,0.06666130999999709,230
249.2257177,51.52551156,-0.2365232,26.51472927,27.982022,262.0594747,4.959336428,4.959336428,0.07868382000000196,231
250.2257265,51.52547708,-0.236928421,26.46477373,28.16387237,261.5693247,4.961930404,4.961930404,0.18185036999999937,232
251.2257359,51.52543005,-0.237334656,27.15126848,28.33195914,260.6626056,4.933148194,4.933148194,0.1680867699999986,233
